iter	Logloss
0	0.6314336368
1	0.5756006762
2	0.5278015281
3	0.4847002396
4	0.4460959432
5	0.411214358
6	0.3804228728
7	0.3544872491
8	0.329856527
9	0.3060503491
10	0.2850045471
11	0.2681251773
12	0.2532157489
13	0.2374750684
14	0.2238694466
15	0.2123937336
16	0.2014087527
17	0.1905817969
18	0.1808456616
19	0.1732997994
20	0.1654067186
21	0.1581886978
22	0.1516026989
23	0.1456047002
24	0.1402677035
25	0.1353518359
26	0.1306335767
27	0.1262526866
28	0.1223591489
29	0.1190484131
30	0.115698992
31	0.1126008024
32	0.109734321
33	0.1070723691
34	0.1047434452
35	0.1025069886
36	0.1004705135
37	0.09844750269
38	0.09657927761
39	0.09498445884
40	0.09308426378
41	0.09137192289
42	0.08971837499
43	0.08812926432
44	0.08665306103
45	0.08515813113
46	0.08392726764
47	0.08278324476
48	0.08169318767
49	0.08070906054
50	0.07977301168
51	0.07886087948
52	0.07797232597
53	0.0771342192
54	0.07633599156
55	0.07562717633
56	0.07469249175
57	0.07384461444
58	0.07319792671
59	0.07260042504
60	0.07199675662
61	0.07130635646
62	0.07066966004
63	0.0700661637
64	0.0695644189
65	0.06916179744
66	0.06873727999
67	0.06833008074
68	0.0679072662
69	0.06751018585
70	0.06713120502
71	0.06680465555
72	0.06642669313
73	0.0661171894
74	0.06579253431
75	0.06551562148
76	0.06523299496
77	0.06501299065
78	0.06477508389
79	0.06448299576
80	0.06427408789
81	0.06403388982
82	0.06380686455
83	0.06362033288
84	0.06350897014
85	0.06339168843
86	0.06319693656
87	0.06304143197
88	0.06292495186
89	0.06284189067
90	0.06269435743
91	0.06258325033
92	0.062470327
93	0.06232541727
94	0.06220496194
95	0.06209800041
96	0.06199006835
97	0.06189190015
98	0.06184967159
99	0.061747049
100	0.06165097167
101	0.06136277029
102	0.06109083385
103	0.06084068108
104	0.06079610798
105	0.06075002867
106	0.06070217671
107	0.06066410991
108	0.06044207294
109	0.06040570378
110	0.06017941896
111	0.06012437106
112	0.06008193572
113	0.06002813688
114	0.05995275104
115	0.05991732639
116	0.05973201288
117	0.05958742418
118	0.05944079618
119	0.05940268857
120	0.05934153512
121	0.05929562405
122	0.05926996306
123	0.05914162115
124	0.05912566059
125	0.05900275714
126	0.05896127081
127	0.05885105322
128	0.05879903133
129	0.05875953442
130	0.05868752938
131	0.05866755702
132	0.05863595103
133	0.0586223478
134	0.0585982732
135	0.05855894121
136	0.05852260651
137	0.05850072726
138	0.05841360166
139	0.05833323574
140	0.05831293877
141	0.05829023812
142	0.05828643759
143	0.05828335939
144	0.05821261651
145	0.05814471804
146	0.05813067501
147	0.0580607769
148	0.05799739937
149	0.05797062172
150	0.05792570762
151	0.05791116507
152	0.0579019188
153	0.05789856142
154	0.05787416507
155	0.05785944465
156	0.0577958841
157	0.05778476101
158	0.05778044587
159	0.05771169033
160	0.05767762046
161	0.05762163411
162	0.05760467679
163	0.05755090776
164	0.05751779309
165	0.05749779492
166	0.05748381799
167	0.05747122561
168	0.05746686191
169	0.05745171651
170	0.05742911776
171	0.05740833559
172	0.05739131831
173	0.05736722583
174	0.05732517436
175	0.05730928728
176	0.05729805957
177	0.05725736911
178	0.05724511837
179	0.0572287257
180	0.05719041815
181	0.05716889012
182	0.057122719
183	0.05711286723
184	0.05711286502
185	0.05707843442
186	0.05704642744
187	0.05704270482
188	0.05703899731
189	0.05700699041
190	0.05698091638
191	0.05697097434
192	0.05694516402
193	0.05691648089
194	0.05689602833
195	0.05687793055
196	0.05687074668
197	0.05683299979
198	0.05683299624
199	0.05681043794
200	0.05680155117
201	0.05678600286
202	0.05676791312
203	0.05676787371
204	0.05676786385
205	0.05676785057
206	0.05675309747
207	0.05673877315
208	0.0567219825
209	0.05669270445
210	0.05667914798
211	0.05666045829
212	0.05664928576
213	0.05664226956
214	0.05662855676
215	0.05662855212
216	0.05662829938
217	0.05661474188
218	0.05660201279
219	0.05660201279
220	0.05657905863
221	0.05657453218
222	0.05655540503
223	0.05655540461
224	0.05654735848
225	0.0565359482
226	0.05653182194
227	0.05653182155
228	0.0565246989
229	0.05652468182
230	0.05651930343
231	0.05650912477
232	0.05649659468
233	0.05648559866
234	0.05648199881
235	0.05648199756
236	0.05646578008
237	0.05645984172
238	0.05645981489
239	0.05644291412
240	0.0564210587
241	0.05641285665
242	0.05640362386
243	0.0563910552
244	0.05636810189
245	0.05636319785
246	0.05634827479
247	0.05634075148
248	0.0563288342
249	0.05631331741
250	0.05630548962
251	0.05629875362
252	0.05628883451
253	0.05628251998
254	0.05627987344
255	0.05627987344
256	0.05627987344
257	0.05627454087
258	0.05627135763
259	0.05626830914
260	0.0562627964
261	0.05626279596
262	0.0562560655
263	0.05625605464
264	0.05625605464
265	0.05624610005
266	0.05624311046
267	0.05623464539
268	0.05622876286
269	0.05622270549
270	0.05621646292
271	0.05621645907
272	0.05620817299
273	0.05620815923
274	0.05620496328
275	0.0562049595
276	0.05620229334
277	0.05620229037
278	0.05619119002
279	0.05619116923
280	0.05618768183
281	0.05618244718
282	0.05617208398
283	0.05616097425
284	0.05616096618
285	0.05616081405
286	0.05616081037
287	0.05614269431
288	0.05614268704
289	0.05614267975
290	0.05614267927
291	0.0561356826
292	0.05613568109
293	0.05613109154
294	0.0561228428
295	0.05611544499
296	0.05611544251
297	0.05610832946
298	0.05609727627
299	0.05608168426
300	0.05607762196
301	0.05606975875
302	0.05606151811
303	0.05606151811
304	0.05606150869
305	0.05605152851
306	0.05605152342
307	0.05604571612
308	0.05603832118
309	0.05603442735
310	0.05603442293
311	0.05602743772
312	0.0560225672
313	0.05601864879
314	0.05601864807
315	0.05601261385
316	0.05600550844
317	0.05599972172
318	0.05599971537
319	0.05599971442
320	0.05599291967
321	0.05598624921
322	0.05598624557
323	0.05598624423
324	0.05597809144
325	0.05596807253
326	0.05596807083
327	0.05596806758
328	0.05595704185
329	0.05595282896
330	0.05595282789
331	0.05595282771
332	0.05595282754
333	0.05594360503
334	0.05594358959
335	0.05593434454
336	0.0559255156
337	0.05592551453
338	0.05591554055
339	0.05590707193
340	0.05590707062
341	0.05590707056
342	0.05590058331
343	0.05590057521
344	0.05590056732
345	0.05589770683
346	0.05589770191
347	0.05589098943
348	0.05588436215
349	0.05588053199
350	0.05587696427
351	0.05587695652
352	0.05587692939
353	0.05587692939
354	0.05587692939
355	0.05587692939
356	0.05587692939
357	0.05587589408
358	0.05587034738
359	0.0558703429
360	0.05587033995
361	0.05587033995
362	0.0558703375
363	0.0558703375
364	0.05586203841
365	0.05586203841
366	0.05585394933
367	0.05585392457
368	0.05584783742
369	0.05584780547
370	0.05584091561
371	0.05583508979
372	0.05583508962
373	0.05583508962
374	0.05582591066
375	0.05582121928
376	0.05582121194
377	0.05581621905
378	0.05581621905
379	0.05581069481
380	0.05580611068
381	0.05580603116
382	0.05579837503
383	0.05579424532
384	0.05579074885
385	0.05578458329
386	0.05578083296
387	0.0557729241
388	0.05577292225
389	0.05576299582
390	0.05576298511
391	0.05576017661
392	0.05575687996
393	0.05575179185
394	0.05575167295
395	0.05574517277
396	0.05573929895
397	0.05573168597
398	0.05573168091
399	0.05572596566
400	0.05572586523
401	0.05572311658
402	0.05571809516
403	0.0557097836
404	0.05570977782
405	0.05570977694
406	0.05570976343
407	0.05570791485
408	0.05570791485
409	0.0557011066
410	0.05570110466
411	0.05570108366
412	0.05569402126
413	0.05568838225
414	0.05568835979
415	0.05568834639
416	0.05568432928
417	0.05568248193
418	0.05568247281
419	0.05566963982
420	0.05566963503
421	0.05566963052
422	0.05566963042
423	0.05566263515
424	0.05566263515
425	0.05566263495
426	0.05566260791
427	0.0556625994
428	0.05566068369
429	0.05566067857
430	0.0556606781
431	0.05565861658
432	0.05565861512
433	0.0556586052
434	0.05565858264
435	0.05565229415
436	0.05565227871
437	0.05565227183
438	0.05564677089
439	0.0556451934
440	0.05564516704
441	0.05563788995
442	0.05563788767
443	0.0556378857
444	0.05563788552
445	0.05563788503
446	0.05563788503
447	0.05563322335
448	0.05563322258
449	0.05563040697
450	0.05563040547
451	0.05562982411
452	0.05562981551
453	0.05562981253
454	0.05562979281
455	0.05562978332
456	0.05562761815
457	0.05562589183
458	0.05562217343
459	0.05562217028
460	0.05562215652
461	0.05562211107
462	0.05561871089
463	0.0556134951
464	0.05561014929
465	0.05560701564
466	0.0556027541
467	0.05559581996
468	0.05559574198
469	0.05558880576
470	0.05558342619
471	0.05558342619
472	0.0555773015
